Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,Alkalinity
Middle River at Bacon Island Bridge,2/17/1994,482,75.37363149,OMR,C,75
Clifton Court Intake,2/17/1994,415,75.37363149,OMR,C,73
Rock Slough @ Old River,2/17/1994,370,75.37363149,OMR,C,72
Middle River @ Union Point - P10A,4/7/2014,459,75.44547873,OMR,C,83
Middle River @ Union Point - P10A,4/7/2014,459,75.44547873,SouthDelta,C,83
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,OMR,BN,79
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,SouthDelta,BN,79
Old River @ Tracy Road Bridge - P12,5/21/2009,488,75.54540529,SouthDelta,D,73
Grant Line Canal @ Tracy Blvd,5/21/2009,353,75.54540529,SouthDelta,D,58
Contra Costa PP Number 01,7/11/1996,175,75.57077698,OMR,W,51
P8 - San Joaquin River @ Buckley Cove,7/22/1974,289,75.62640398,SJRcorridor,W,62
P8 - San Joaquin River @ Buckley Cove,8/6/1974,229,75.76911836,SJRcorridor,W,61
P8 - San Joaquin River @ Buckley Cove,12/6/1979,627,75.8049134,SJRcorridor,AN,75
Middle River at Bacon Island Bridge,7/20/1993,161,75.81769133,OMR,AN,54
Clifton Court Intake,7/20/1993,166,75.81769133,OMR,AN,46
P8 - San Joaquin River @ Buckley Cove,12/5/1978,590,75.96131065,SJRcorridor,BN,80
OH1,9/25/2019,184,76,SouthDelta,W,42
ORX,9/25/2019,180,76,SouthDelta,W,41
GLE,9/25/2019,183,76,SouthDelta,W,42
PDC,9/25/2019,752,76,SouthDelta,W,101
SGA,9/25/2019,215,76,SouthDelta,W,46
OH1,1/2/2020,682,76,SouthDelta,D,103
ORX,1/2/2020,681,76,SouthDelta,D,103
GLE,1/2/2020,699,76,SouthDelta,D,105
PDC,1/2/2020,679,76,SouthDelta,D,103
SGA,1/2/2020,749,76,SouthDelta,D,109
P8 - San Joaquin River @ Buckley Cove,9/26/1978,496,76.05153948,SJRcorridor,AN,92
P8 - San Joaquin River @ Buckley Cove,8/5/1980,478,76.09952366,SJRcorridor,AN,60
Contra Costa PP Number 01,5/4/2004,233,76.25300399,OMR,BN,69
Clifton Court Intake,5/19/1994,599,76.51544974,OMR,C,86
Middle River at Bacon Island Bridge,5/19/1994,499,76.51544974,OMR,C,75
Rock Slough @ Old River,5/19/1994,395,76.51544974,OMR,C,73
P8 - San Joaquin River @ Buckley Cove,1/22/1976,445,76.64284768,SJRcorridor,C,61
Rock Slough @ Old River,9/24/1986,285,76.64482557,OMR,W,68
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,76.73553471,SJRcorridor,W,108
P8 - San Joaquin River @ Buckley Cove,9/16/1980,408,76.76415917,SJRcorridor,AN,56
P8 - San Joaquin River @ Buckley Cove,10/24/1978,413,76.7846321,SJRcorridor,BN,74
PDUP,1/15/2019,2110,77,SouthDelta,W,169
SGA,1/15/2019,1170,77,SouthDelta,W,164
PDC,1/15/2019,822,77,SouthDelta,W,125
TWA,1/15/2019,977,77,SouthDelta,W,134
PDC,2/19/2020,821,77,SouthDelta,D,117
SGA,2/19/2020,902.5,77,SouthDelta,D,125.5
PDUP,4/7/2020,1972,77,SouthDelta,D,182
TWA,4/7/2020,996,77,SouthDelta,D,137
P8 - San Joaquin River @ Buckley Cove,4/20/1976,802,77.04748941,SJRcorridor,C,98
Rock Slough @ Old River,7/2/1986,225,77.07568175,OMR,W,56
Contra Costa PP Number 01,4/22/1992,362,77.19407905,OMR,C,84
Old River North of Rock Slough (St 4b),4/22/1992,325,77.19407905,OMR,C,81
Rock Slough @ Old River,4/22/1992,330,77.19407905,OMR,C,81
Middle River at Bacon Island Bridge,4/22/1992,335,77.19407905,OMR,C,79
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,77.19407905,SJRcorridor,C,114
Little Connection Sl. @ Empire Tr.,4/22/1992,231,77.19407905,SJRcorridor,C,73
Old River nr Tracy,4/22/1992,1110,77.19407905,SouthDelta,C,136
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,77.19407905,SouthDelta,C,115
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,77.19407905,SouthDelta,C,84
Old River @ Tracy Road Bridge - P12,6/8/2009,739,77.24823856,SouthDelta,D,102
Grant Line Canal @ Tracy Blvd,6/8/2009,550,77.24823856,SouthDelta,D,81
Contra Costa PP Number 01,9/2/1997,269,77.2650624,OMR,W,65
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,77.2650624,SJRcorridor,W,109
Middle River @ Union Point - P10A,10/2/2017,186,77.2692402,OMR,BN,52
Middle River @ Union Point - P10A,10/2/2017,186,77.2692402,SouthDelta,BN,52
Contra Costa PP Number 01,8/6/1997,267,77.35304839,OMR,W,56
P8 - San Joaquin River @ Buckley Cove,8/12/1975,426,77.40602531,SJRcorridor,W,80
Contra Costa PP Number 01,8/2/2000,244,77.4197889,OMR,AN,52
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,77.45680181,SJRcorridor,W,102
Middle River @ Union Point - P10A,9/7/2017,193,77.48586469,OMR,W,47
Middle River @ Union Point - P10A,9/7/2017,193,77.48586469,SouthDelta,W,47
Old River South of Rock Slough (St 5A),12/17/1985,605,77.70271234,OMR,W,65
P8 - San Joaquin River @ Buckley Cove,9/12/1978,503,77.82234538,SJRcorridor,AN,93
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,77.94958475,SJRcorridor,W,108
Contra Costa PP Number 01,12/5/1996,688,78.03491703,OMR,W,71
Middle River @ Union Point - P10A,3/2/2015,406,78.10690622,OMR,C,80
Middle River @ Union Point - P10A,3/2/2015,406,78.10690622,SouthDelta,C,80
Old River near Rock Slough,10/1/1959,396,78.11676896,OMR,D,85
Old River near Rock Slough,10/1/1959,352,78.11676896,OMR,D,84
Contra Costa PP Number 01,11/4/1998,190,78.12007996,OMR,W,58
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,78.23532434,SJRcorridor,W,104
Middle River @ Union Point - P10A,8/2/2006,261,78.28975195,OMR,W,54
Middle River @ Union Point - P10A,8/2/2006,261,78.28975195,SouthDelta,W,54
P8 - San Joaquin River @ Buckley Cove,6/27/1978,384,78.37465134,SJRcorridor,AN,62
Contra Costa PP Number 01,4/8/2008,465,78.37516679,OMR,C,92
Middle River @ Union Point - P10A,4/8/2008,492,78.37516679,OMR,C,89
Middle River @ Union Point - P10A,4/8/2008,492,78.37516679,SouthDelta,C,89
Contra Costa PP Number 01,9/1/1993,205,78.41118016,OMR,AN,51
Old River North of Rock Slough (St 4b),9/1/1993,212,78.41118016,OMR,AN,50
Rock Slough @ Old River,9/1/1993,216,78.41118016,OMR,AN,50
Middle River at Bacon Island Bridge,9/1/1993,175,78.41118016,OMR,AN,49
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,78.41118016,SJRcorridor,AN,55
Little Connection Sl. @ Empire Tr.,9/1/1993,162,78.41118016,SJRcorridor,AN,52
Old River nr Tracy,9/1/1993,530,78.41118016,SouthDelta,AN,76
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,78.41118016,SouthDelta,AN,58
P8 - San Joaquin River @ Buckley Cove,10/28/1980,480,78.49192408,SJRcorridor,D,59
Contra Costa PP Number 01,6/4/1997,294,78.50514499,OMR,W,64
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,78.50514499,SJRcorridor,W,84
Middle River @ Union Point - P10A,9/6/2006,240,78.70958184,OMR,W,54
Middle River @ Union Point - P10A,9/6/2006,240,78.70958184,SouthDelta,W,54
Contra Costa PP Number 01,4/20/1994,375,78.884997,OMR,C,82
Rock Slough @ Old River,4/20/1994,357,78.884997,OMR,C,78
Old River North of Rock Slough (St 4b),4/20/1994,348,78.884997,OMR,C,77
Middle River at Bacon Island Bridge,4/20/1994,441,78.884997,OMR,C,75
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,78.884997,SJRcorridor,C,106
Little Connection Sl. @ Empire Tr.,4/20/1994,236,78.884997,SJRcorridor,C,72
Old River nr Tracy,4/20/1994,942,78.884997,SouthDelta,C,111
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,78.884997,SouthDelta,C,108
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,78.884997,SouthDelta,C,99
P8 - San Joaquin River @ Buckley Cove,11/13/1980,478,78.88599987,SJRcorridor,D,62
Contra Costa PP Number 01,7/1/1997,249,78.99333076,OMR,W,66
OH1,1/8/2019,940,79,SouthDelta,W,129
ORX,1/8/2019,944,79,SouthDelta,W,129
GLE,1/8/2019,977,79,SouthDelta,W,130
PDUP,3/4/2020,1820,79,SouthDelta,D,179
TWA,3/4/2020,494,79,SouthDelta,D,79
Contra Costa PP Number 01,10/3/2006,272,79.15994988,OMR,D,70
Middle River @ Union Point - P10A,10/3/2006,253,79.15994988,OMR,D,61
Middle River @ Union Point - P10A,10/3/2006,253,79.15994988,SouthDelta,D,61
P8 - San Joaquin River @ Buckley Cove,11/20/1978,378,79.17830243,SJRcorridor,BN,53
Contra Costa PP Number 01,12/6/1995,213,79.32528838,OMR,W,55
Middle River @ Union Point - P10A,8/2/2010,189,79.32890201,OMR,BN,50
Middle River @ Union Point - P10A,8/2/2010,189,79.32890201,SouthDelta,BN,50
Old River @ Tracy Road Bridge - P12,4/23/2009,814,79.53429049,SouthDelta,D,114
Grant Line Canal @ Tracy Blvd,4/23/2009,463,79.53429049,SouthDelta,D,70
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,79.55759468,SJRcorridor,W,111
Rock Slough @ Old River,1/24/1990,962,79.66720736,OMR,C,66
Old River North of Rock Slough (St 4b),1/24/1990,804,79.66720736,OMR,C,59
Middle River at Bacon Island Bridge,1/24/1990,420,79.66720736,OMR,C,56
Little Connection Sl. @ Empire Tr.,1/24/1990,204,79.66720736,SJRcorridor,C,58
San Joaquin River @ Mossdale Bridge - C7A,1/24/1990,1310,79.66720736,SJRcorridor,C,140
Old River nr Tracy,1/24/1990,1190,79.66720736,SouthDelta,C,134
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,79.66720736,SouthDelta,C,132
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,79.66720736,SouthDelta,C,118
Middle River @ Union Point - P10A,2/6/2007,460,79.89948567,OMR,D,72
Contra Costa PP Number 01,2/6/2007,456,79.89948567,OMR,D,66
Middle River @ Union Point - P10A,2/6/2007,460,79.89948567,SouthDelta,D,72
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,79.94458802,SJRcorridor,W,104
Contra Costa PP Number 01,5/26/1994,427,79.98947042,OMR,C,77
ORX,6/16/2020,254,80,SouthDelta,D,50
PDUP,6/17/2020,1410,80,SouthDelta,D,155
Old River North of Rock Slough (St 4b),7/25/1989,350,80.02863026,OMR,D,57
Middle River at Bacon Island Bridge,7/25/1989,200,80.02863026,OMR,D,39
San Joaquin River @ Mossdale Bridge - C7A,7/25/1989,800,80.02863026,SJRcorridor,D,120
Little Connection Sl. @ Empire Tr.,7/25/1989,130,80.02863026,SJRcorridor,D,50
Old River nr Tracy,7/25/1989,850,80.02863026,SouthDelta,D,130
Grant Ln Can @ Tracy Rd Bdg,7/25/1989,800,80.02863026,SouthDelta,D,110
Grant Line/Fabian/Bell Canals nr Old R.,7/25/1989,800,80.02863026,SouthDelta,D,110
Clifton Court Intake,2/21/1990,472,80.12996718,OMR,C,69
Contra Costa PP Number 01,10/6/2004,730,80.20091081,OMR,AN,83
P8 - San Joaquin River @ Buckley Cove,8/19/1980,550,80.23345008,SJRcorridor,AN,62
Middle River @ Union Point - P10A,1/2/2007,490,80.23657174,OMR,D,71
Contra Costa PP Number 01,1/2/2007,704,80.23657174,OMR,D,70
Middle River @ Union Point - P10A,1/2/2007,490,80.23657174,SouthDelta,D,71
Contra Costa PP Number 01,6/4/2007,324,80.25338455,OMR,D,68
Middle River @ Union Point - P10A,6/4/2007,399,80.25338455,OMR,D,66
Middle River @ Union Point - P10A,6/4/2007,399,80.25338455,SouthDelta,D,66
Contra Costa PP Number 01,6/6/2001,335,80.28545946,OMR,D,72
Contra Costa PP Number 01,7/2/2002,262,80.39099747,OMR,D,67
Contra Costa PP Number 01,1/6/1998,920,80.42409534,OMR,W,95
Middle River at Bacon Island Bridge,1/19/1994,356,80.49647088,OMR,C,62
Clifton Court Intake,1/19/1994,367,80.49647088,OMR,C,62
P8 - San Joaquin River @ Buckley Cove,3/22/1976,633,80.53182831,SJRcorridor,C,84
Contra Costa PP Number 01,1/4/2000,1186,80.55744457,OMR,AN,98
Middle River @ Union Point - P10A,3/3/2014,725,80.57624471,OMR,C,90
Middle River @ Union Point - P10A,3/3/2014,725,80.57624471,SouthDelta,C,90
Contra Costa PP Number 01,7/3/2000,229,80.70368222,OMR,AN,62
Middle River @ Union Point - P10A,7/6/2010,241,80.72423904,OMR,BN,52
Middle River @ Union Point - P10A,7/6/2010,241,80.72423904,SouthDelta,BN,52
Middle River @ Union Point - P10A,8/7/2017,217,80.74384873,OMR,W,45
Middle River @ Union Point - P10A,8/7/2017,217,80.74384873,SouthDelta,W,45
Contra Costa PP Number 01,8/2/2005,196,80.7913406,OMR,AN,60
Middle River at Bacon Island Bridge,9/21/1993,275,80.87356521,OMR,AN,62
Clifton Court Intake,9/21/1993,245,80.87356521,OMR,AN,60
P8 - San Joaquin River @ Buckley Cove,9/3/1980,647,80.90049445,SJRcorridor,AN,66
Middle River @ Union Point - P10A,7/2/2007,303,80.94470218,OMR,D,66
Contra Costa PP Number 01,7/2/2007,264,80.94470218,OMR,D,65
Middle River @ Union Point - P10A,7/2/2007,303,80.94470218,SouthDelta,D,66
Contra Costa PP Number 01,2/9/1994,388,80.94524586,OMR,C,70
SGA,6/20/2018,664,81,SouthDelta,BN,105
PDC,6/20/2018,855,81,SouthDelta,BN,102
OH1,8/6/2019,415,81,SouthDelta,W,77
ORX,8/6/2019,343,81,SouthDelta,W,64
GLE,8/6/2019,398,81,SouthDelta,W,75
PDC,8/6/2019,412,81,SouthDelta,W,72
SGA,8/6/2019,430,81,SouthDelta,W,74
OH1,11/6/2019,470,81,SouthDelta,D,83
ORX,11/6/2019,438,81,SouthDelta,D,79
GLE,11/6/2019,418,81,SouthDelta,D,75
PDC,11/6/2019,671,81,SouthDelta,D,97
SGA,11/6/2019,549,81,SouthDelta,D,94
PDUP,5/18/2020,1540,81,SouthDelta,D,166
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,81.11891586,SJRcorridor,W,116
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,81.11970496,SJRcorridor,W,121
Contra Costa PP Number 01,11/8/1995,200,81.20170079,OMR,W,50
Contra Costa PP Number 01,1/5/1994,403,81.23635172,OMR,C,59
Middle River @ Union Point - P10A,5/6/2008,503,81.24308533,OMR,C,86
Contra Costa PP Number 01,5/6/2008,415,81.24308533,OMR,C,84
Middle River @ Union Point - P10A,5/6/2008,503,81.24308533,SouthDelta,C,86
Contra Costa PP Number 01,8/3/2004,470,81.28623188,OMR,BN,64
Contra Costa PP Number 01,6/2/2008,366,81.73068377,OMR,C,83
Middle River @ Union Point - P10A,6/2/2008,435,81.73068377,OMR,C,79
Middle River @ Union Point - P10A,6/2/2008,435,81.73068377,SouthDelta,C,79
Contra Costa PP Number 01,10/3/2005,504,81.90521431,OMR,W,73
Contra Costa PP Number 01,10/3/1996,292,81.93439648,OMR,W,72
Contra Costa PP Number 01,9/10/2003,388,81.97587927,OMR,AN,67
Middle River @ Union Point - P10A,7/7/2009,228,82.06398554,OMR,D,59
Middle River @ Union Point - P10A,7/7/2009,228,82.06398554,SouthDelta,D,59
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,82.2895829,SJRcorridor,BN,102
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,82.2895829,SJRcorridor,BN,118
P8 - San Joaquin River @ Buckley Cove,2/19/1976,783,82.29375485,SJRcorridor,C,98
Contra Costa PP Number 01,2/6/2001,943,82.30525912,OMR,D,92
Middle River @ Union Point - P10A,8/6/2018,197,82.35063213,OMR,BN,56
Middle River @ Union Point - P10A,8/6/2018,197,82.35063213,SouthDelta,BN,56
P8 - San Joaquin River @ Buckley Cove,7/17/1979,338,82.37194526,SJRcorridor,BN,52
Contra Costa PP Number 01,1/12/1994,482,82.38546939,OMR,C,64
Middle River at Bacon Island Bridge,1/12/1994,311,82.38546939,OMR,C,60
Rock Slough @ Old River,1/12/1994,341,82.38546939,OMR,C,60
Old River North of Rock Slough (St 4b),1/12/1994,337,82.38546939,OMR,C,59
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,82.38546939,SJRcorridor,C,89
Little Connection Sl. @ Empire Tr.,1/12/1994,227,82.38546939,SJRcorridor,C,67
Old River nr Tracy,1/12/1994,771,82.38546939,SouthDelta,C,96
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,82.38546939,SouthDelta,C,89
P8 - San Joaquin River @ Buckley Cove,7/11/1978,481,82.38755921,SJRcorridor,AN,73
Contra Costa PP Number 01,12/3/2001,750,82.50576236,OMR,D,82
Contra Costa PP Number 01,12/13/1994,814,82.54298007,OMR,W,74
Middle River @ Union Point - P10A,7/9/2018,246,82.60710477,OMR,BN,57
Middle River @ Union Point - P10A,7/9/2018,246,82.60710477,SouthDelta,BN,57
Contra Costa PP Number 01,12/16/1993,566,82.70555681,OMR,C,61
Contra Costa PP Number 01,12/5/2005,660,82.80590189,OMR,W,74
P8 - San Joaquin River @ Buckley Cove,10/24/1979,471,82.84708115,SJRcorridor,AN,53
P8 - San Joaquin River @ Buckley Cove,9/25/1979,623,82.86895876,SJRcorridor,BN,80
Middle River @ Union Point - P10A,6/7/2016,319,82.94141541,OMR,BN,61
Middle River @ Union Point - P10A,6/7/2016,319,82.94141541,SouthDelta,BN,61
Clifton Court Intake,8/21/1990,397,82.94560259,OMR,C,60
P8 - San Joaquin River @ Buckley Cove,5/6/1976,606,82.95644102,SJRcorridor,C,86
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,83.0036227,SouthDelta,D,142
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,83.0036227,SouthDelta,D,136
P8 - San Joaquin River @ Buckley Cove,4/6/1976,699,83.05086025,SJRcorridor,C,88
Contra Costa PP Number 01,7/7/2004,430,83.05294294,OMR,BN,67
Contra Costa PP Number 01,9/6/2005,418,83.07162013,OMR,AN,68
Rock Slough @ Old River,2/23/1990,598,83.08252588,OMR,C,67
P8 - San Joaquin River @ Buckley Cove,8/14/1979,361,83.11503272,SJRcorridor,BN,59
P8 - San Joaquin River @ Buckley Cove,7/2/1973,412,83.15487119,SJRcorridor,AN,69
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,83.16574214,SJRcorridor,W,155
Contra Costa PP Number 01,8/5/2002,665,83.27712196,OMR,D,72
Middle River @ Union Point - P10A,1/3/2008,544,83.34570353,OMR,C,75
Middle River @ Union Point - P10A,1/3/2008,544,83.34570353,SouthDelta,C,75
P8 - San Joaquin River @ Buckley Cove,8/28/1973,415,83.35486185,SJRcorridor,AN,78
Contra Costa PP Number 01,9/23/1993,285,83.44869348,OMR,AN,63
Contra Costa PP Number 01,9/8/2004,540,83.45154489,OMR,BN,68
Middle River at Bacon Island Bridge,8/22/1990,269,83.47764088,OMR,C,60
Old River North of Rock Slough (St 4b),8/22/1990,463,83.47764088,OMR,C,60
Rock Slough @ Old River,8/22/1990,477,83.47764088,OMR,C,59
Little Connection Sl. @ Empire Tr.,8/22/1990,178,83.47764088,SJRcorridor,C,64
San Joaquin River @ Mossdale Bridge - C7A,8/22/1990,738,83.47764088,SJRcorridor,C,105
Old River nr Tracy,8/22/1990,857,83.47764088,SouthDelta,C,117
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,83.47764088,SouthDelta,C,103
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,83.47764088,SouthDelta,C,91
Contra Costa PP Number 01,11/1/2004,765,83.50140273,OMR,AN,87
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,83.55493234,SJRcorridor,W,101
Middle River @ Union Point - P10A,8/1/2016,207,83.57049111,OMR,BN,47
Middle River @ Union Point - P10A,8/1/2016,207,83.57049111,SouthDelta,BN,47
Old River near Rock Slough,10/30/1959,345,83.58656463,OMR,D,85
Old River near Rock Slough,10/30/1959,281,83.58656463,OMR,D,80
P8 - San Joaquin River @ Buckley Cove,8/22/1978,387,83.59458748,SJRcorridor,AN,72
Middle River @ Union Point - P10A,12/7/2016,398,83.68530205,OMR,W,66
Middle River @ Union Point - P10A,12/7/2016,398,83.68530205,SouthDelta,W,66
Old River @ Middle River,1/29/2009,862,83.77227583,SouthDelta,D,112
P8 - San Joaquin River @ Buckley Cove,10/10/1979,429,83.85505666,SJRcorridor,AN,64
Middle River @ Union Point - P10A,12/4/2017,246,83.87250454,OMR,BN,61
Middle River @ Union Point - P10A,12/4/2017,246,83.87250454,SouthDelta,BN,61
Contra Costa PP Number 01,10/5/1993,368,83.89162437,OMR,C,69
Middle River @ Union Point - P10A,10/5/2010,340,83.98583932,OMR,W,70
Middle River @ Union Point - P10A,10/5/2010,340,83.98583932,SouthDelta,W,70
Old River @ Middle River,2/10/2009,1079,84.02790463,SouthDelta,D,136
Middle River @ Union Point - P10A,9/7/2016,288,84.03725468,OMR,BN,61
Middle River @ Union Point - P10A,9/7/2016,288,84.03725468,SouthDelta,BN,61
P8 - San Joaquin River @ Buckley Cove,8/9/1978,399,84.05648792,SJRcorridor,AN,69
Middle River @ Union Point - P10A,8/4/2009,265,84.14076361,OMR,D,49
Middle River @ Union Point - P10A,8/4/2009,265,84.14076361,SouthDelta,D,49
Contra Costa PP Number 01,11/7/1996,495,84.27562766,OMR,W,68
Middle River @ Union Point - P10A,12/6/2010,321,84.27592276,OMR,W,60
Middle River @ Union Point - P10A,12/6/2010,321,84.27592276,SouthDelta,W,60
P8 - San Joaquin River @ Buckley Cove,8/28/1979,415,84.30117598,SJRcorridor,BN,57
Middle River @ Union Point - P10A,2/3/2009,633,84.30493265,OMR,D,86
Contra Costa PP Number 01,2/3/2009,794,84.30493265,OMR,D,84
Middle River @ Union Point - P10A,2/3/2009,633,84.30493265,SouthDelta,D,86
Contra Costa PP Number 01,12/7/1999,1390,84.3486242,OMR,AN,153
Middle River at Bacon Island Bridge,12/15/1993,305,84.34978841,OMR,C,60
Clifton Court Intake,12/15/1993,490,84.34978841,OMR,C,58
P8 - San Joaquin River @ Buckley Cove,8/27/1976,500,84.3652361,SJRcorridor,C,88
Middle River @ Union Point - P10A,9/9/2009,345,84.37552482,OMR,D,66
Middle River @ Union Point - P10A,9/9/2009,345,84.37552482,SouthDelta,D,66
Contra Costa PP Number 01,11/7/2000,668,84.3926938,OMR,D,72
Clifton Court Intake,6/27/1990,786,84.4854239,OMR,C,84
Middle River @ Union Point - P10A,7/6/2016,222,84.55059684,OMR,BN,52
Middle River @ Union Point - P10A,7/6/2016,222,84.55059684,SouthDelta,BN,52
Clifton Court Intake,2/14/1990,515,84.5852336,OMR,C,68
San Joaquin River @ Mossdale Bridge - C7A,2/14/1990,1300,84.5852336,SJRcorridor,C,131
Old River nr Tracy,2/14/1990,1320,84.5852336,SouthDelta,C,137
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,84.5852336,SouthDelta,C,128
Old River near Rock Slough,9/15/1959,486,84.58759953,OMR,BN,76
Old River near Rock Slough,9/15/1959,509,84.58759953,OMR,BN,76
Clifton Court Intake,10/14/1993,287,84.61138109,OMR,C,61
Middle River at Bacon Island Bridge,10/14/1993,295,84.61138109,OMR,C,57
Middle River @ Union Point - P10A,11/3/2010,334,84.63274041,OMR,W,61
Middle River @ Union Point - P10A,11/3/2010,334,84.63274041,SouthDelta,W,61
Middle River @ Union Point - P10A,8/6/2007,277,84.7182393,OMR,D,58
Contra Costa PP Number 01,8/6/2007,492,84.7182393,OMR,D,56
Middle River @ Union Point - P10A,8/6/2007,277,84.7182393,SouthDelta,D,58
Middle River @ Union Point - P10A,1/8/2018,456,84.74492337,OMR,BN,64
Middle River @ Union Point - P10A,1/8/2018,456,84.74492337,SouthDelta,BN,64
Middle River @ Union Point - P10A,7/1/2008,318,84.87243383,OMR,C,70
Contra Costa PP Number 01,7/1/2008,287,84.87243383,OMR,C,67
Middle River @ Union Point - P10A,7/1/2008,318,84.87243383,SouthDelta,C,70
Middle River @ Union Point - P10A,9/10/2018,346,84.8982076,OMR,BN,68
Middle River @ Union Point - P10A,9/10/2018,346,84.8982076,SouthDelta,BN,68
Contra Costa PP Number 01,10/20/1993,458,84.89979461,OMR,C,65
Old River North of Rock Slough (St 4b),10/20/1993,436,84.89979461,OMR,C,60
Rock Slough @ Old River,10/20/1993,425,84.89979461,OMR,C,59
Middle River at Bacon Island Bridge,10/20/1993,287,84.89979461,OMR,C,57
San Joaquin River @ Mossdale Bridge - C7A,10/20/1993,245,84.89979461,SJRcorridor,C,48
Little Connection Sl. @ Empire Tr.,10/20/1993,151,84.89979461,SJRcorridor,C,49
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,84.89979461,SouthDelta,C,60
Old River nr Tracy,10/20/1993,249,84.89979461,SouthDelta,C,47
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,84.89979461,SouthDelta,C,46
P8 - San Joaquin River @ Buckley Cove,7/25/1978,424,85.01327052,SJRcorridor,AN,70
Middle River at Bacon Island Bridge,4/23/1991,294,85.01362795,OMR,C,73
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,85.01362795,SJRcorridor,C,150
Little Connection Sl. @ Empire Tr.,4/23/1991,251,85.01362795,SJRcorridor,C,83
Old River nr Tracy,4/23/1991,1510,85.01362795,SouthDelta,C,161
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,85.01362795,SouthDelta,C,154
Rock Slough @ Old River,3/20/1990,548,85.09103604,OMR,C,72
Clifton Court Intake,3/20/1990,404,85.09103604,OMR,C,71
P8 - San Joaquin River @ Buckley Cove,9/14/1976,410,85.13108289,SJRcorridor,C,90
Middle River @ Union Point - P10A,9/5/2007,364,85.25541551,OMR,D,66
Contra Costa PP Number 01,9/5/2007,812,85.25541551,OMR,D,52
Middle River @ Union Point - P10A,9/5/2007,364,85.25541551,SouthDelta,D,66
P8 - San Joaquin River @ Buckley Cove,7/31/1973,410,85.28607593,SJRcorridor,AN,102
Contra Costa PP Number 01,10/7/1999,892,85.55971154,OMR,AN,121
P8 - San Joaquin River @ Buckley Cove,8/3/1976,418,85.66917278,SJRcorridor,C,79
P8 - San Joaquin River @ Buckley Cove,7/20/1976,487,85.68882507,SJRcorridor,C,84
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,86.04685619,SJRcorridor,BN,122
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,86.04685619,SJRcorridor,BN,110
P8 - San Joaquin River @ Buckley Cove,6/3/1976,465,86.05790799,SJRcorridor,C,86
Middle River @ Union Point - P10A,1/6/2009,589,86.18470086,OMR,D,86
Middle River @ Union Point - P10A,1/6/2009,589,86.18470086,SouthDelta,D,86
Contra Costa PP Number 01,6/8/2004,308,86.24729429,OMR,BN,65
P8 - San Joaquin River @ Buckley Cove,5/20/1976,494,86.25465911,SJRcorridor,C,83
Middle River @ Union Point - P10A,1/5/2010,466,86.26711441,OMR,BN,74
Middle River @ Union Point - P10A,1/5/2010,466,86.26711441,SouthDelta,BN,74
Clifton Court Intake,4/24/1991,792,86.48122671,OMR,C,104
Contra Costa PP Number 01,6/16/1994,407,86.55672415,OMR,C,76
Middle River @ Union Point - P10A,10/4/2016,387,86.5637221,OMR,W,65
